ticker,strategy,score,stage,themes,priority,regime,dev_bb_pct,trend_strength,momentum
쏠리드,Early Breakout (Transition),75,Early Breakout,[],HIGH,Transition,0.71,-0.0199999999999999,0.9583333333333334
AP위성,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,24.01,0.4599999999999999,0.8766140602582497
레이크머티리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,45.69,0.3399999999999998,0.9253246753246752
알에스오토메이션,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,27.94,0.5199999999999998,0.8565287479849544
에이디테크놀로지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.01,0.4599999999999999,0.8782051282051282
아이티센글로벌,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,38.81,0.5799999999999998,0.8976705490848587
에이치이엠파마,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,62.93,0.5799999999999998,0.937125748502994
에이비엘바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.64,0.4599999999999999,0.8015873015873016
에이프릴바이오,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.18,0.3399999999999998,0.7616822429906542
케이아이엔엑스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,13.67,0.5199999999999998,0.8995098039215687
하나머티리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,26.36,0.6399999999999999,0.8793604651162791
셀트리온제약,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.84,0.5199999999999998,0.8774509803921569
에스제이그룹,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,39.72,0.5199999999999998,0.8426124197002142
에스에프에이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.61,0.5799999999999998,0.916267942583732
에코프로비엠,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,26.43,0.5199999999999998,0.9334516415261758
와이투솔루션,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.65,0.4599999999999999,0.8714285714285714
육일씨엔에쓰,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,29.11,0.4599999999999999,0.858139534883721
인텔리안테크,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,30.28,0.5199999999999998,0.8705501618122977
지놈앤컴퍼니,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,37.57,0.28,0.8314424635332253
코오롱티슈진,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.64,0.5799999999999998,0.9080310880829016
하나마이크론,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.44,0.4599999999999999,0.8798219584569733
다우데이타,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.34,0.3999999999999999,0.9479961832061068
두산테스나,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,20.96,0.5799999999999998,0.9221991701244814
삼성전자우,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.75,0.5799999999999998,0.9050387596899224
샘씨엔에스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.94,0.6399999999999999,0.9653739612188366
삼표시멘트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,41.82,0.3999999999999999,0.8752886836027713
시지메드텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.25,0.4599999999999999,0.8105263157894737
쎄트렉아이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,46.1,0.6399999999999999,0.8759640102827764
씨아이에스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,38.82,0.5799999999999998,0.9567610062893082
오킨스전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,18.87,0.4599999999999999,0.8753799392097263
유니테크노,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.45,0.5199999999999998,0.9372549019607844
제주반도체,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,31.84,0.4599999999999999,0.8075657894736842
차바이오텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,29.26,0.4599999999999999,0.9423076923076924
피에스케이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,24.47,0.5199999999999998,0.8642533936651584
한양이엔지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,21.65,0.4599999999999999,0.8786407766990292
가온그룹,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.18,0.3399999999999998,0.8848484848484849
가온칩스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.03,0.5199999999999998,0.8344827586206897
대주산업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,42.52,0.5199999999999998,0.8817204301075269
리노공업,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.49,0.7,0.9461805555555556
메디아나,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,46.75,0.5799999999999998,0.8360515021459227
모베이스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,36.49,0.5199999999999998,0.0367935409457901
삼성전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.79,0.6399999999999999,0.9185714285714286
삼지전자,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,25.33,0.5199999999999998,0.8811748998664887
슈프리마,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.54,0.3999999999999999,0.8449691991786448
에스티팜,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.84,0.4599999999999999,0.8415435139573071
에스피지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,73.61,0.4599999999999999,0.9092827004219408
에이팩트,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,24.78,0.3999999999999999,0.3200723327305605
에코프로,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,51.8,0.5199999999999998,0.9405940594059408
웨이비스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.74,0.7,0.8726790450928382
이랜시스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,16.19,0.28,0.8235294117647058
지니너스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.35,0.6399999999999999,0.7624434389140271
키움증권,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.96,0.5199999999999998,0.9086021505376344
티에스이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,25.94,0.5199999999999998,0.9179566563467492
와이지-원,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,20.3,0.5199999999999998,0.9822695035460992
네오셈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,32.09,0.5199999999999998,0.9044414535666218
넥스틴,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.83,0.6399999999999999,0.9446254071661238
더코디,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.13,0.3999999999999999,0.864321608040201
디아이,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.57,0.5199999999999998,0.8538732394366197
메지온,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,64.58,0.5199999999999998,0.9583333333333334
베뉴지,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,25.66,0.6399999999999999,0.890625
소니드,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,27.35,0.2199999999999999,0.898320895522388
신세계,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.52,0.5199999999999998,0.8597883597883598
쎄노텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,38.09,0.28,0.9116402116402116
아이엘,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,25.2,0.6399999999999999,0.8360258481421647
아이텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,12.76,0.5799999999999998,0.8766666666666667
앱클론,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,32.2,0.3999999999999999,0.8046116504854369
엑시콘,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,26.34,0.5199999999999998,0.90194075587334
와이씨,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.1,0.3399999999999998,0.8753623188405797
제우스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,22.97,0.5799999999999998,0.9159811985898942
케어젠,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,23.82,0.5199999999999998,0.9341603053435116
고영,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,24.19,0.4599999999999999,0.8708053691275168
보락,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.2,0.3399999999999998,0.949404761904762
우진,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,20.54,0.5199999999999998,0.8942652329749103
율촌,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,10.87,0.3999999999999999,0.8448818897637795
컨텍,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,45.25,0.6399999999999999,0.8741007194244604
테스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,22.03,0.4599999999999999,0.8564013840830449
HPSP,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,17.96,0.6399999999999999,0.8811475409836066
ISC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,15.72,0.3399999999999998,0.8565488565488566
RF머트리얼즈,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,20.87,0.4599999999999999,0.8853820598006645
RFHIC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,11.03,0.4599999999999999,0.8553054662379421
SFA반도체,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,19.92,0.4599999999999999,0.8201970443349753
SK스퀘어,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,22.53,0.4599999999999999,0.8780487804878049
SK하이닉스,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,14.74,0.7,0.8381742738589212
TPC,Super Trend (Bull Quiet),70,Super Trend,[],HIGH,Bull Quiet,27.48,0.3399999999999998,0.3375209380234506
에쓰씨엔지니어링,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.32,0.5199999999999998,0.8107869142351901
엘앤케이바이오,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.89,0.5199999999999998,0.8320552147239264
나래나노텍,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.71,0.3399999999999998,0.8791666666666667
대한광통신,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.75,0.3999999999999999,0.3049132947976879
동진쎄미켐,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.26,0.4599999999999999,0.9066390041493776
에스티아이,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.04,0.3999999999999999,0.8144654088050314
디아이티,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.9,0.3999999999999999,0.8413461538461539
하림지주,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.69,0.5199999999999998,0.8804347826086956
화천기공,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.82,0.4599999999999999,0.944078947368421
JW중외제약,Super Trend (Bull Quiet),69,Super Trend,[],HIGH,Bull Quiet,9.03,0.5799999999999998,0.7925311203319503
에스에이엠티,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.41,0.3999999999999999,0.8721461187214612
성도이엔지,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.09,0.4599999999999999,0.7780172413793103
유비쿼스,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.53,0.28,0.8600867678958786
큐리언트,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.01,0.3399999999999998,0.7888349514563107
드림텍,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.17,0.6399999999999999,0.8937823834196891
케이씨,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.47,0.5799999999999998,0.914179104477612
INVENI,Super Trend (Bull Quiet),68,Super Trend,[],HIGH,Bull Quiet,8.59,0.4599999999999999,0.9219512195121952
씨어스테크놀로지,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.01,0.28,0.8699186991869918
씨앤지하이테크,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.12,0.3399999999999998,0.8106646058732613
덕산하이메탈,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.86,0.5199999999999998,0.8914956011730205
비에이치아이,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.78,0.7,0.9491869918699188
한양디지텍,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.97,0.5199999999999998,0.8503649635036497
네오위즈,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.5,0.4599999999999999,0.8846153846153847
에이엘티,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.04,0.3399999999999998,0.8476190476190476
우원개발,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.19,0.3399999999999998,0.8439306358381503
코칩,Super Trend (Bull Quiet),67,Super Trend,[],HIGH,Bull Quiet,7.27,0.5799999999999998,0.8900778210116731
이오테크닉스,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.39,0.5199999999999998,0.8534031413612566
원바이오젠,Super Trend (Bull Quiet),66,Super Trend,[],HIGH,Bull Quiet,6.95,0.28,0.9041666666666668
코스메카코리아,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.63,0.3999999999999999,0.9185667752442996
엠케이전자,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.18,0.5799999999999998,0.908385093167702
셀트리온,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.96,0.4599999999999999,0.2757009345794393
아이앤씨,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.06,0.3999999999999999,0.8148148148148148
한화리츠,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.23,0.5799999999999998,0.8725490196078431
녹십자,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.87,0.4599999999999999,0.499496644295302
야스,Super Trend (Bull Quiet),65,Super Trend,[],HIGH,Bull Quiet,5.37,0.4599999999999999,0.7848297213622291
맵스리얼티1,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.6,0.7,0.9242424242424242
헥토이노베이션,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.03,0.3999999999999999,0.8611428571428571
링크제니시스,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.95,0.3999999999999999,0.8379120879120878
다원넥스뷰,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.09,0.3399999999999998,0.8079896907216495
동양이엔피,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.33,0.28,0.8626373626373627
세아홀딩스,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.21,0.28,0.8577348066298343
이엠코리아,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.28,0.3999999999999999,0.835
해성디에스,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.98,0.5199999999999998,0.884430176565008
유진기업,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.08,0.5199999999999998,0.924
한미약품,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.96,0.5199999999999998,0.8078512396694215
한컴위드,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.82,0.3999999999999999,0.8222523744911805
프로텍,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.9,0.3999999999999999,0.8526785714285714
HDC현대EP,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.08,0.5799999999999998,0.8670212765957447
NHN KCP,Super Trend (Bull Quiet),64,Super Trend,[],HIGH,Bull Quiet,4.08,0.3999999999999999,0.877401998462721
원익머트리얼즈,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.66,0.3999999999999999,0.8606965174129353
사피엔반도체,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.59,0.3999999999999999,0.7859154929577464
디바이스,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.61,0.5799999999999998,0.946629213483146
삼성E&A,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.8,0.4599999999999999,0.9264069264069263
삼성FN리츠,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.01,0.76,0.9
코오롱ENP,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.14,0.4599999999999999,0.8552238805970149
S-Oil우,Super Trend (Bull Quiet),63,Super Trend,[],HIGH,Bull Quiet,3.27,0.4599999999999999,0.9191616766467066
한국타이어앤테크놀로지,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.46,0.4599999999999999,0.9027777777777778
아이쓰리시스템,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.96,0.4599999999999999,0.8803418803418803
한올바이오파마,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.88,0.3399999999999998,0.7489795918367348
에이스침대,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.18,0.3999999999999999,0.8730769230769231
클래시스,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.09,0.5799999999999998,0.8923444976076556
한화엔진,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.37,0.4599999999999999,0.8795698924731182
원준,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.6,0.4599999999999999,0.943310657596372
GRT,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.56,0.4599999999999999,0.7996515679442509
GST,Super Trend (Bull Quiet),62,Super Trend,[],HIGH,Bull Quiet,2.13,0.4599999999999999,0.8531468531468531
미스토홀딩스,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.1,0.5799999999999998,0.8598726114649682
지오엘리먼트,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.63,0.5799999999999998,0.8236842105263158
피엔티엠에스,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.51,0.6399999999999999,0.864406779661017
선익시스템,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.99,0.5199999999999998,0.8308580858085809
이지홀딩스,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.47,0.5799999999999998,0.8571428571428572
대림제지,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.96,0.3399999999999998,0.8849557522123894
디엔에프,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.6,0.5199999999999998,0.8152610441767068
디케이티,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.37,0.3999999999999999,0.9135802469135804
유진테크,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.19,0.28,0.8424170616113744
뷰웍스,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.4,0.4599999999999999,0.8982102908277405
우리넷,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.42,0.5799999999999998,0.8390804597701149
케이엠,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.81,0.3999999999999999,0.7863247863247863
GS우,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.84,0.5799999999999998,0.9615384615384616
GS,Super Trend (Bull Quiet),61,Super Trend,[],HIGH,Bull Quiet,1.96,0.6399999999999999,0.921487603305785
주성엔지니어링,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.45,0.3999999999999999,0.8191056910569106
남선알미우,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.42,0.28,0.0913419913419913
코오롱인더,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.18,0.3399999999999998,0.8575197889182058
로보티즈,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.38,0.3999999999999999,0.8590604026845639
샘표식품,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.3,0.3999999999999999,0.5206896551724138
큐로셀,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.97,0.4599999999999999,0.7056962025316456
HLB,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.52,0.5799999999999998,0.8886986301369864
나우IB,Super Trend (Bull Quiet),60,Super Trend,[],HIGH,Bull Quiet,0.76,0.4599999999999999,0.861904761904762
유화증권,Burgeoning (Transition),69,Burgeoning,[],MEDIUM,Transition,-9.39,-0.0799999999999999,0.8636363636363635
코람코라이프인프라리츠,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-0.79,-0.0799999999999999,0.8181818181818181
바이오에프디엔씨,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-23.94,-0.0799999999999999,0.8521897810218978
아이빔테크놀로지,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-31.06,-0.0599999999999999,-0.0058823529411765
시너지이노베이션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-21.86,0.04,0.8125
인피니트헬스케어,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-7.63,0.04,0.9103448275862068
지란지교시큐리티,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-5.22,-0.0799999999999999,0.847457627118644
티엔엔터테인먼트,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-29.16,-0.0799999999999999,0.9070247933884298
성안머티리얼스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-29.58,-0.0799999999999999,0.8608247422680413
인카금융서비스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-7.94,-0.0199999999999999,0.919471153846154
주성코퍼레이션,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-26.99,-0.0799999999999999,0.8571428571428572
폴라리스오피스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-22.77,-0.0799999999999999,0.86
신한알파리츠,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-2.71,-0.0799999999999999,0.7962962962962963
엣지파운드리,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-65.22,-0.0799999999999999,0.8741379310344828
오리온홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-13.9,-0.0799999999999999,0.8470744680851063
윤성에프앤씨,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-3.63,-0.0799999999999999,0.9148936170212766
하이드로리튬,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-2.89,-0.0799999999999999,0.9072910119421748
한글과컴퓨터,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-14.0,-0.0799999999999999,0.8958333333333334
더블유씨피,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-0.08,-0.0799999999999999,0.91725768321513
메디포스트,Early Breakout (Ranging),65,Early Breakout,[],MEDIUM,Ranging,21.19,-0.1399999999999999,0.9170751633986928
아이비김영,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-21.42,-0.0799999999999999,0.8930131004366813
에이에스텍,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-29.09,0.0,0.0058823529411764
에코앤드림,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-17.26,0.04,0.9282700421940928
엑사이엔씨,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-17.68,-0.0199999999999999,0.6152173913043478
인바이오젠,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-22.28,0.06,-0.076566757493188
일진다이아,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-3.76,-0.0199999999999999,0.953287197231834
일진홀딩스,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-11.06,0.04,0.8212435233160622
케이엔제이,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-0.21,-0.0799999999999999,0.9346846846846848
한성크린텍,Burgeoning (Transition),65,Burgeoning,[],MEDIUM,Transition,-14.96,-0.0799999999999999,0.8530465949820788
