name,naverTheme
미래에셋벤처투자,"['스페이스X(SpaceX)', '창투사', '마켓컬리(kurly)']"
미래에셋비전스팩4호,['기업인수목적회사(SPAC)']
미래에셋비전스팩5호,['기업인수목적회사(SPAC)']
미래에셋비전스팩6호,['기업인수목적회사(SPAC)']
미래에셋비전스팩7호,['기업인수목적회사(SPAC)']
미래에셋생명,['생명보험']
미래에셋증권,"['증권', '스페이스X(SpaceX)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(24년 기업가치 제고계획 발표)']"
미래컴퍼니,"['2차전지(전고체)', '지능형로봇/인공지능(AI)', '2차전지', '의료기기', '유리 기판', 'OLED(유기 발광 다이오드)', 'LED장비']"
미스터블루,"['웹툰', '모바일콘텐츠(스마트폰/태블릿PC)', '모바일게임(스마트폰)']"
미스토홀딩스,"['패션/의류', '지주사', '골프']"
미원상사,"['코리아 밸류업 지수(Korea Value-up Index)', '화장품']"
미원홀딩스,['지주사']
미창석유,['윤활유']
미코,"['2차전지(전고체)', '2차전지', '유전자 치료제/분석', '수소차(연료전지/부품/충전소 등)', '코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '태양광에너지', '반도체 재료/부품', '고체산화물 연료전지(SOFC)', '건강기능식품', '반도체 장비', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']"
미투온,"['메타버스(Metaverse)', 'NFT(대체불가토큰)', '웹툰', '스테이블코인', '게임', '모바일게임(스마트폰)']"
민테크,"['2차전지(장비)', '2차전지(전고체)', '전기차 화재 방지(배터리 열폭주 등)', '2차전지']"
바디텍메드,"['의료기기', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '코로나19(진단키트)', '엠폭스(원숭이두창)']"
바른손,"['영화', '가상현실(VR)', '화장품', '영상콘텐츠']"
바른손이앤에이,"['영화', '가상현실(VR)', '영상콘텐츠']"
바이넥스,['바이오시밀러(복제 바이오의약품)']
바이브컴퍼니,"['지능형로봇/인공지능(AI)', 'AI 챗봇(챗GPT 등)']"
바이오노트,"['코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '엠폭스(원숭이두창)']"
바이오니아,"['탈모 치료', '전기차 화재 방지(배터리 열폭주 등)', '유전자 치료제/분석', '코로나19(진단/치료제/백신 개발 등)', '수자원(양적/질적 개선)', '백신/진단시약/방역(신종플루, AI 등)', '코로나19(진단키트)', '메르스 코로나 바이러스', '엠폭스(원숭이두창)']"
바이오다인,['의료기기']
바이오비쥬,"['의료기기', '화장품']"
바이오솔루션,['줄기세포']
바이오스마트,"['치매', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '전력설비']"
바이오톡스텍,['치매']
바이오포트,['음식료업종']
바이오플러스,['의료기기']
바이젠셀,"['유전자 치료제/분석', '면역항암제']"
바텍,"['휴대폰부품', '갤럭시 부품주', '스마트폰', '치아 치료(임플란트 등)', '고령화 사회(노인복지)', '희귀금속(희토류 등)', '의료기기', 'MLCC(적층세라믹콘덴서)', '폴더블폰']"
박셀바이오,['면역항암제']
배럴,"['패션/의류', '여름', '日제품 불매운동(수혜)']"
밸로프,"['게임', '모바일게임(스마트폰)']"
뱅크웨어글로벌,"['STO(토큰증권 발행)', '스테이블코인']"
버넥트,"['메타버스(Metaverse)', '증강현실(AR)']"
범한퓨얼셀,"['조선기자재', '수소차(연료전지/부품/충전소 등)', '고체산화물 연료전지(SOFC)']"
베노티앤알,['로봇(산업용/협동로봇 등)']
베뉴지,['골프']
베셀,"['터치패널(스마트폰/태블릿PC 등)', 'UAM(도심항공모빌리티)', '드론(Drone)', 'OLED(유기 발광 다이오드)']"
벨로크,"['보안주(물리)', '보안주(정보)']"
벽산,"['페인트', '리모델링/인테리어']"
보라티알,"['日제품 불매운동(수혜)', '음식료업종']"
보령,"['탈모 치료', '황사/미세먼지', '제약업체', '치매', '바이오시밀러(복제 바이오의약품)', '백신/진단시약/방역(신종플루, AI 등)']"
보로노이,['치매']
보성파워텍,"['전기차(충전소/충전기)', '원자력발전', '전력설비']"
보해양조,"['여름', '주류업(주정, 에탄올 등)', '日제품 불매운동(수혜)']"
본느,['화장품']
부광약품,['제약업체']
부국증권,['증권']
부국철강,"['남-북-러 가스관사업', '철강 중소형']"
부산산업,"['철도', '시멘트/레미콘', '해저터널(지하화/지하도로 등)']"
부스타,['겨울']
뷰노,"['의료AI', '의료기기']"
뷰웍스,"['고령화 사회(노인복지)', '의료기기', '원격진료/비대면진료(U-Healthcare)', '골프']"
뷰티스킨,['화장품']
브레인즈컴퍼니,"['지능형로봇/인공지능(AI)', 'AI 챗봇(챗GPT 등)', '모바일솔루션(스마트폰)']"
브리지텍,"['인터넷은행', 'AI 챗봇(챗GPT 등)', '핀테크(FinTech)', '음성인식']"
브이씨,['골프']
브이엠,"['우주항공산업(누리호/인공위성 등)', '스페이스X(SpaceX)', '밸류업(25년 기업가치 제고계획 발표)', '반도체 재료/부품', '지주사', 'OLED(유기 발광 다이오드)', '반도체 장비']"
브이원텍,"['로봇(산업용/협동로봇 등)', '2차전지(장비)', '2차전지', '플렉서블 디스플레이', 'OLED(유기 발광 다이오드)']"
브이티,"['2차전지(LFP/리튬인산철)', '화장품']"
블루산업개발,['골판지 제조']
블루엠텍,"['비만치료제', '원격진료/비대면진료(U-Healthcare)']"
블리츠웨이엔터테인먼트,"['엔터테인먼트', '캐릭터상품']"
비나텍,"['수소차(연료전지/부품/충전소 등)', '전력저장장치(ESS)']"
비보존 제약,['제약업체']
비비안,"['패션/의류', '마스크', '日제품 불매운동(수혜)']"
비상교육,['교육/온라인 교육']
비스토스,"['의료AI', '의료기기']"
비씨엔씨,['반도체 재료/부품']
비씨월드제약,"['제약업체', '코로나19(진단/치료제/백신 개발 등)']"
비아이매트릭스,['지능형로봇/인공지능(AI)']
비아트론,"['플렉서블 디스플레이', 'OLED(유기 발광 다이오드)']"
비에이치,"['PCB(FPCB 등)', '갤럭시 부품주', 'LNG(액화천연가스)', '셰일가스(Shale Gas)', '아이폰', '폴더블폰', '고체산화물 연료전지(SOFC)', '무선충전기술', '원자력발전소 해체', '원자력발전']"
비에이치아이,"['LNG(액화천연가스)', '셰일가스(Shale Gas)', '고체산화물 연료전지(SOFC)', '원자력발전소 해체', '원자력발전']"
비엔케이제2호스팩,['기업인수목적회사(SPAC)']
비엘팜텍,"['마리화나(대마)', '자원개발', '건강기능식품']"
비엠티,"['스마트팩토리(스마트공장)', '조선기자재', '수소차(연료전지/부품/충전소 등)', '피팅(관이음쇠)/밸브', '네옴시티', '원자력발전']"
비츠로넥스텍,"['우주항공산업(누리호/인공위성 등)', '2025 하반기 신규상장', '핵융합에너지']"
비츠로셀,"['스마트그리드(지능형전력망)', '전력저장장치(ESS)']"
비츠로시스,"['스마트그리드(지능형전력망)', '철도', 'CCTV＆DVR', '수자원(양적/질적 개선)', 'GTX(수도권 광역급행철도)', '네옴시티', '사물인터넷', '전력설비']"
비츠로테크,"['우주항공산업(누리호/인공위성 등)', '방위산업/전쟁 및 테러', '철도', '지주사', '원자력발전소 해체', '핵융합에너지', '초전도체', '전력설비']"
비케이홀딩스,['광고']
비큐AI,['지능형로봇/인공지능(AI)']
비투엔,['클라우드 컴퓨팅']
비트맥스,"['메타버스(Metaverse)', '증강현실(AR)', '가상화폐(비트코인 등)']"
비트컴퓨터,"['4차산업 수혜주', 'SI(시스템통합)', '고령화 사회(노인복지)', '원격진료/비대면진료(U-Healthcare)', '교육/온라인 교육']"
비트플래닛,"['SI(시스템통합)', '클라우드 컴퓨팅', '교육/온라인 교육', '보안주(정보)', '사물인터넷', '가상화폐(비트코인 등)']"
비피도,"['건강기능식품', '마이크로바이옴', '음식료업종']"
빅텍,"['자전거', '방위산업/전쟁 및 테러', 'RFID(NFC 등)']"
빌리언스,"['인터넷은행', '엔터테인먼트', 'NFT(대체불가토큰)', '삼성페이', '핀테크(FinTech)', '전자결제(전자화폐)', '메르스 코로나 바이러스', '엠폭스(원숭이두창)', '모바일콘텐츠(스마트폰/태블릿PC)', '애플페이', '가상화폐(비트코인 등)']"
빙그레,"['코리아 밸류업 지수(Korea Value-up Index)', '여름', '음식료업종']"
빛과전자,"['5G(5세대 이동통신)', '통신장비']"
빛샘전자,"['철도', '통신장비', 'LED']"
삐아,['화장품']
사람인,['일자리(취업)']
사이냅소프트,['AI 챗봇(챗GPT 등)']
사조대림,"['수산', '구제역/광우병 수혜', '김밥(냉동김밥 등)']"
사조동아원,"['사료', '음식료업종']"
사조산업,"['수산', '구제역/광우병 수혜']"
사조씨푸드,['수산']
사조오양,"['수산', '구제역/광우병 수혜']"
사토시홀딩스,"['드론(Drone)', '양자암호/양자컴퓨팅', '건강기능식품', '스테이블코인']"
사피엔반도체,"['증강현실(AR)', '시스템반도체', '마이크로 LED']"
산돌,['지능형로봇/인공지능(AI)']
산일전기,['전력설비']
삼기,"['전기차 화재 방지(배터리 열폭주 등)', '2차전지', '자동차부품', '수소차(연료전지/부품/충전소 등)', '2차전지(소재/부품)', '전기차']"
삼기에너지솔루션즈,"['전기차 화재 방지(배터리 열폭주 등)', '2차전지', '2차전지(소재/부품)', '전기차']"
삼륭물산,"['DMZ 평화공원', '日 수출 규제(국산화 등)', '탈 플라스틱(친환경/생분해성 등)']"
삼목에스폼,['리모델링/인테리어']
삼보모터스,"['자율주행차', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']"
삼보판지,['골판지 제조']
삼성E&A,['수자원(양적/질적 개선)']
삼성FN리츠,['리츠(REITs)']
삼성SDI,"['전기자전거', '2차전지(전고체)', '2차전지(생산)', '스마트폰', '2차전지', '아이폰', '리비안(RIVIAN)', '전기차', 'IT 대표주', '전력저장장치(ESS)', '2차전지(나트륨이온)']"
삼성공조,['자동차부품']
삼성물산,"['종합상사', '자원개발', '건설 대표주', '패션/의류', '모듈러주택', '태양광에너지', '지주사', '네옴시티']"
삼성바이오로직스,"['제약업체', '모더나(MODERNA)']"
삼성생명,['생명보험']
삼성에스디에스,"['스마트팩토리(스마트공장)', '4차산업 수혜주', '지능형로봇/인공지능(AI)', 'SI(시스템통합)', 'AI 챗봇(챗GPT 등)', 'IT 대표주', '클라우드 컴퓨팅', '사물인터넷', '블록체인']"
삼성전기,"['온디바이스 AI', '2차전지(전고체)', 'PCB(FPCB 등)', '갤럭시 부품주', '카메라모듈/부품', '자율주행차', '아이폰', 'MLCC(적층세라믹콘덴서)', '유리 기판', '폴더블폰']"
삼성전자,"['온디바이스 AI', 'CXL(컴퓨트익스프레스링크)', '4차산업 수혜주', '갤럭시 부품주', '스마트홈(홈네트워크)', '스마트폰', '제습기', '고령화 사회(노인복지)', '자율주행차', '아이폰', '공기청정기', '3D 낸드(NAND)', '반도체 대표주(생산)', '5G(5세대 이동통신)', '플렉서블 디스플레이', 'IT 대표주', 'NFT(대체불가토큰)', '코리아 밸류업 지수(Korea Value-up Index)', '뉴로모픽 반도체', '의료기기', '시스템반도체', '삼성페이', '가상현실(VR)', '폴더블폰', '무선충전기술', 'HBM(고대역폭메모리)', 'OLED(유기 발광 다이오드)', '마이크로 LED', 'RFID(NFC 등)', 'LED']"
삼성제약,"['제약업체', '치매']"
삼성중공업,"['조선', 'LNG(액화천연가스)']"
삼성증권,"['증권', '코리아 밸류업 지수(Korea Value-up Index)']"
삼성출판사,"['교육/온라인 교육', '출산장려정책', '엔젤산업', '모바일콘텐츠(스마트폰/태블릿PC)']"
삼성카드,['삼성페이']
삼성화재,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '손해보험']"
삼아알미늄,"['비철금속', '2차전지', '2차전지(소재/부품)']"
삼아제약,['제약업체']
삼양사,"['석유화학', '수소차(연료전지/부품/충전소 등)', '음식료업종']"
삼양식품,"['코리아 밸류업 지수(Korea Value-up Index)', '밸류업(25년 기업가치 제고계획 발표)', '음식료업종']"
삼양컴텍,"['방위산업/전쟁 및 테러', '2025 하반기 신규상장']"
삼양홀딩스,"['환율하락 수혜', '지주사']"
삼영,"['조선기자재', '풍력에너지', '수소차(연료전지/부품/충전소 등)', '전기차', '재난/안전(지진/화재 등)', '원자력발전']"
삼영에스앤씨,"['수소차(연료전지/부품/충전소 등)', '전기차']"
삼영엠텍,"['조선기자재', '풍력에너지', '재난/안전(지진/화재 등)', '원자력발전']"
삼원강재,['자동차부품']
삼익악기,"['출산장려정책', '엔젤산업']"
삼일,"['황사/미세먼지', '풍력에너지', '제약업체', '철도', '재난/안전(지진/화재 등)', '종합 물류', '건설 중소형']"
삼일기업공사,['건설 중소형']
삼일씨엔에스,"['풍력에너지', '철도', '재난/안전(지진/화재 등)']"
삼일제약,"['황사/미세먼지', '제약업체']"
삼정펄프,['제지']
삼지전자,"['5G(5세대 이동통신)', '통신장비']"
삼진,"['2차전지', '제약업체', '2차전지(소재/부품)', '전력저장장치(ESS)', '2025 하반기 신규상장', '치매', '사물인터넷', 'LED', '메르스 코로나 바이러스', '음식료업종']"
삼진엘앤디,"['2차전지', '2차전지(소재/부품)', '전력저장장치(ESS)', 'LED']"
