date,month_label,theme,fiedler,n_stocks,n_edges,mean_correlation,is_connected
2025-02-28,2025-02,냉각시스템(액침냉각 등),5.808020921329328,13,68,0.445082617068302,True
2025-02-28,2025-02,여름,0.0,30,250,0.3001022809140644,False
2025-02-28,2025-02,밸류업(24년 기업가치 제고계획 발표),6.468850039811803,101,2805,0.2740048890905008,True
2025-02-28,2025-02,지주사,8.433379558487456,155,4621,0.1933425670557991,True
2025-02-28,2025-02,항공/저가 항공사(LCC),2.8187785124272287,10,31,0.3469761502196713,True
2025-02-28,2025-02,페인트,3.8299135133739663,8,24,0.41965831110659463,True
2025-02-28,2025-02,OLED(유기 발광 다이오드),0.0,88,2260,,False
2025-02-28,2025-02,맥신(MXene),0.0,11,23,,False
2025-02-28,2025-02,반도체 장비,4.899504845508278,97,3164,0.34330605612846615,True
2025-02-28,2025-02,플렉서블 디스플레이,0.9851653257762799,27,198,0.2810170895857145,True
2025-02-28,2025-02,통신장비,0.0,48,454,,False
2025-02-28,2025-02,우주항공산업(누리호/인공위성 등),3.965605796055738,30,344,0.375258512258944,True
2025-02-28,2025-02,밸류업(25년 기업가치 제고계획 발표),2.9468589626747286,79,1454,0.24628793101463137,True
2025-02-28,2025-02,코리아 밸류업 지수(Korea Value-up Index),1.9605444542445762,118,3007,0.2293572416004123,True
2025-02-28,2025-02,소매유통,1.906199780891398,24,156,0.2749984007809381,True
2025-02-28,2025-02,편의점,1.913869802348505,7,16,0.30397276336806967,True
2025-02-28,2025-02,자동차부품,2.7608583745829907,158,7101,0.2851369699545909,True
2025-02-28,2025-02,은행,0.9856620959982265,11,42,0.3859820926389875,True
2025-02-28,2025-02,日제품 불매운동(수혜),0.0,21,98,0.24185786393350095,False
2025-02-28,2025-02,패션/의류,0.0,63,753,0.19184674819349212,False
2025-02-28,2025-02,슈퍼박테리아,0.0,10,28,0.3341540919350363,False
2025-02-28,2025-02,유전자 치료제/분석,2.8600517721320817,42,504,0.2934106713799245,True
2025-02-28,2025-02,면역항암제,0.9756272906003604,33,312,0.3031718425738419,True
2025-02-28,2025-02,사료,9.467514876904099,22,189,0.4185163890810005,True
2025-02-28,2025-02,김밥(냉동김밥 등),3.585786437626905,7,18,0.39714096690961703,True
2025-02-28,2025-02,홈쇼핑,0.0,8,14,0.22595247423921452,False
2025-02-28,2025-02,음식료업종,1.9801102656069447,70,1613,0.3171243113137001,True
2025-02-28,2025-02,환율하락 수혜,4.845835631878059,24,213,0.36038568619725986,True
2025-02-28,2025-02,음원/음반,1.832584107003843,17,77,0.3108743261573219,True
2025-02-28,2025-02,수산,0.9999999999999981,11,39,0.2894762103787386,True
2025-02-28,2025-02,엔터테인먼트,0.0,33,271,,False
2025-02-28,2025-02,메타버스(Metaverse),0.0,54,669,0.24146124387886236,False
2025-02-28,2025-02,영상콘텐츠,0.0,37,335,,False
2025-02-28,2025-02,코로나19(진단/치료제/백신 개발 등),0.0,80,1868,,False
2025-02-28,2025-02,구제역/광우병 수혜,5.933590310565403,22,199,0.3949062422771089,True
2025-02-28,2025-02,미디어(방송/신문),0.0,13,21,0.10451100649719126,False
2025-02-28,2025-02,영화,0.0,14,61,0.32442547974026653,False
2025-02-28,2025-02,마이크로바이옴,0.9301182741855638,21,141,0.3390098555583395,True
2025-02-28,2025-02,코로나19(진단키트),0.0,45,586,,False
2025-02-28,2025-02,종합 물류,0.9433259141603969,18,93,0.2777488119444515,True
2025-02-28,2025-02,제약업체,1.9748209316464362,95,3205,0.38252773704810383,True
2025-02-28,2025-02,화장품,0.9691367279744254,100,1473,0.15848545121703245,True
2025-02-28,2025-02,수자원(양적/질적 개선),0.0,32,236,0.23006731176984382,False
2025-02-28,2025-02,스마트홈(홈네트워크),0.9559732473387896,27,124,0.18453657693086278,True
2025-02-28,2025-02,스마트그리드(지능형전력망),1.801736455546153,22,139,0.284787714483403,True
2025-02-28,2025-02,반도체 대표주(생산),1.0000000000000009,6,9,0.30333495013956124,True
2025-02-28,2025-02,손해보험,0.864692254391075,10,21,0.1937919777175942,True
2025-02-28,2025-02,시스템반도체,2.7548143567921537,60,1150,0.3206700642748603,True
2025-02-28,2025-02,SI(시스템통합),0.0,35,273,0.23807116575010787,False
2025-02-28,2025-02,클라우드 컴퓨팅,0.9816927970440747,37,273,0.1882306544714606,True
2025-02-28,2025-02,교육/온라인 교육,2.804553780085979,30,261,0.3099848491818239,True
2025-02-28,2025-02,스마트카(SMART CAR),2.949071385650771,17,93,0.3215939895408174,True
2025-02-28,2025-02,기업인수목적회사(SPAC),0.0,72,616,,False
2025-02-28,2025-02,증권,0.0,26,212,0.3377803412882167,False
2025-02-28,2025-02,태양광에너지,0.0,56,876,,False
2025-02-28,2025-02,풍력에너지,2.1594447304815443,42,438,0.26056826402875655,True
2025-02-28,2025-02,4차산업 수혜주,0.0,46,468,0.24296065144371773,False
2025-02-28,2025-02,자율주행차,1.937416459425628,61,1033,0.2869031686165529,True
2025-02-28,2025-02,2차전지,0.0,158,8764,,False
2025-02-28,2025-02,2차전지(소재/부품),0.0,88,2685,,False
2025-02-28,2025-02,비철금속,1.968311651572631,26,246,0.3662460271726504,True
